Index,Message,Description
1,refactor(publisher-github): use Array.flatMap (#3199),
2,docs(publisher-github): clean up extra backticks (#3207),
3,build: rename package.json to avoid dependabot scan (#3216),
4,v6.1.1,
5,fix: normalize artifact paths in makeResult dryRunResume (#3206),
6,fix(publisher-s3): Make S3 upload fail non-silently (#3194),Fixes electron/forge#3166 See also: https://github.com/aws/aws-sdk-js-v3/issues/2311
7,fix(plugin-vite): correctly close vite dev-server (#3202),
8,chore: add needed Vite infra details (#3197),
9,v6.1.0,
10,build(deps): bump webpack from 5.69.1 to 5.76.0 (#3191),Bumps webpack from 5.69.1 to 5.76.0. - Release notes - Commits  updated-dependencies: - dependency-name: webpack   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
11,fix(plugin-fuses): resetAdHocDarwinSignature rules on Mac (#3190),  fix(plugin-fuses): set resetAdHocDarwinSignature to true on platform=mas when the osxSign config is missing   docs(plugin-fuses): fixed minor typo in the README 
12,fix(plugin-vite): start Vite error (#3189),  fix: start Vite error   fix(plugin-vite): fs.rm instead fs.rmdir 
13,feat(maker-zip): add new macUpdateManifestBaseUrl and macUpdateReleaseNotes options (#3107)," feat(maker-zip): add new macUpdateManifestBaseUrl and macUpdateReleaseNotes options  These two new options allow the zip maker to spit out a valid RELEASES.json file for use with the Electron autoUpdater.  It makes the most sense to put this in the zip maker as the zip artifacts are what the macOS auto updater uses to update. This is part 1 of a multi-part series of PRs to forge + update-electron-app + forge-docs to make the story for ""I use forge, I want to update my app from static storage like S3"" incredibly easy to tell.  Update packages/maker/zip/src/Config.ts  Co-authored-by: Erick Zhao erick@hotmail.ca  Co-authored-by: Erick Zhao erick@hotmail.ca"
14,fix: normalize dry run paths in dryRunResume (#3184),
15,feat(template): add vite template (#3071),  feat(template): add vite template   refactor: better CLIOptions type define   feat: semantic Renderer config   feat!:support multiple renderer   chore: cleanup   feat: add ViteConfig test   chore: format code   feat: add util/plugins test   fix(test): compatible Windows OS   Update packages/plugin/vite/src/ViteConfig.ts   Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/util/plugins.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/template/vite/.eslintignore  Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/ViteConfig.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com   fix: typo   Update packages/plugin/vite/README.md   Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/VitePlugin.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/VitePlugin.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/VitePlugin.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com  Update packages/plugin/vite/src/VitePlugin.ts  Co-authored-by: Black-Hole 158blackhole@gmail.com   chore: format code   chore: update version   chore: update version numbers   chore: update lockfile    Co-authored-by: Black-Hole 158blackhole@gmail.com Co-authored-by: Erick Zhao erick@hotmail.ca
16,ci: run tests in merge queue (#3174),
17,ci: fix the build and tests (#3173),  fix(plugin-fuses): use the latest version for the plugin and its dependencies   fix: updated versions in the test app   fix: rename the test fixture folder   bump   fix: use new fixture folder name in the test   attempt npm install   keep debugging   i dont know windows   zzz   bump   freeze lockfile   update lockfile   downgrade npm 8   switch shell back to bash   try again    Co-authored-by: Erik Moura erikian@erikian.dev
18,feat: add Fuses plugin (#3132),
19,ci: use action-semantic-pull-request (#3144),
20,docs: update release process guide (#3161),
21,chore: gitignore lerna-debug.log (#3162),
22,v6.0.5,
23,fix(build): ensure lerna publishes exact versions,ref: https://github.com/lerna/lerna/tree/main/libs/commands/version#--exact
24,chore(maker-rpm): map arm64 -> aarch64 (#3137),
25,fix(publisher-ers): Update ERS API usage for v2.0 (#3149),"Recently, v2.0 of electron-release-server was released. This version updated many of the underlying packages and should be adopted by all users of the server. In the process, the API changed due to a change with SailsJS. This corrects the API usage within the ERS publisher plugin to allow users to continue using it. Note that this issue was reported here: https://github.com/ArekSredzki/electron-release-server/issues/314"
26,build(deps): bump http-cache-semantics from 4.1.0 to 4.1.1 (#3156),Bumps http-cache-semantics from 4.1.0 to 4.1.1. - Release notes - Commits  updated-dependencies: - dependency-name: http-cache-semantics   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
27,ci: create a test:slow script to avoid re-running fast tests in the slow-tests job (#3150),
28,build: update dependencies to clean up yarn audit,
29,chore: set @wg-ecosystem as CODEOWNERS (#3143),
30,chore: update repo link from userland migration (#3138),
31,fix(package): ensure electron-packager throws if fails (#3136),
32,fix(cli): use fallback renderer for any DEBUG vars (#3135),
33,build(deps): bump json5 from 1.0.1 to 1.0.2 (#3133),Bumps json5 from 1.0.1 to 1.0.2. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: json5   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
34,chore: add .gitattributes file for proper handling of line endings (#3134),
35,fix: pass this.config when calling internal hooks (#3126),
36,build: npm@9 removed the bin command (#3110),
37,build: update dependencies to clean up yarn audit (#3111),
38,build: enforce versions are in sync between packages (#3106),
39,build: update dependencies to clean up yarn audit (#3105),
40,v6.0.4,
41,fix(publisher-ers): properly publish non-default flavors (#3079),
42,docs: explain how to test local code changes with symlinks (#3089),
43,build: use a single top-level tsc -b for all packages (#3090),
44,fix(all): disallow throwing literals (@typescript-eslint/no-throw-literal) (#3086),
45,build: improve lerna publish process (#3082),
46,chore: add husky pre-push script (#3061),  chore: add husky pre-push script   skip pre-push on windows   change to node script   add inquirer as devdependency   add inquirer as devdependency 
47,docs: fix InternalOptions links in API docs (#3083),"5104cc0 changed the URLs to internal modules, which broke some links in our generated API docs."
48,docs: remove mentions of lerna run test in contributing.md (#3081),
49,fix(core): allow the forge.config property in package.json to point to a non-js file (#3070),
50,build: add test flag to run local forge files instead of remote (#3075),
51,build: add preversion to scripts (#3074),
52,v6.0.3,
53,chore: update CHANGELOG.md,
54,v6.0.2,
55,chore: correct CONTRIBUTING.md,
56,fix(template-webpack): only run asset relocator loader on node_modules folder (#3060),Co-authored-by: Erick Zhao erick@hotmail.ca
57,build: migrate to lerna from bolt (#3058),  chore: init   chore: migrate bolt to lerna   chore: fix version   add caching   update scripts   dont see why were piping   contributing.md update   add publishConfig   update contributing.md   fix wording   delete bump and publish scripts   Update ci.yml   chore: lint   update contributing.md   chore: undo ts-ignores   correctly remove yarn:coverage from rebase conflict 
58,feat(maker-pkg): allow to override .pkg name (#1785),Co-authored-by: Erick Zhao erick@hotmail.ca Co-authored-by: Black-Hole 158blackhole@gmail.com
59,build(test): remove unnecessary coverage artifacts (#3066),
60,fix(plugin-webpack): remove define plugin from renderer config (#3062),
61,docs: correct command (#3063),
62,fix(maker-pkg): add targetArch to pkg name (#3057),Co-authored-by: Narayan Sainaney narayan@sainaney.com
63,fix(maker-squirrel): do not register the delta nupkg as an artifact when deltas are disabled (#3059)," Revert ""fix(publisher-s3): ensure files are on disk before publishing (#2585)""  This reverts commit f3d38e0dfbcb307355adfe5b2118ebedbdd91bcc.  fix: do not add delta package to list if noDelta is specified"
64,fix(publisher-s3): ensure files are on disk before publishing (#2585),"When making with windows.squirrel and the noDelta options selected, the delta package will end up in the artifacts list and kill the publishing phase. Although unrelated, this will only publish files that are actually on disk at the time of publishing. Co-authored-by: Tom Van Damme tom.vandamme@two-point-o.be"
65,Update CHANGELOG.md for 6.0.1,
66,Release 6.0.1,
67,refactor: migrate import command to listr2 (#3048),  refactor: migrate import command to listr2   refactor: clean up unused dependencies   Update packages/api/core/src/api/import.ts   Co-authored-by: Erick Zhao erick@hotmail.ca Co-authored-by: Erick Zhao erick@hotmail.ca
68,build: add vscode config for better devxp (#3049),
69,"refactor: use listr2 for the package, make and publish commands (#3043)",  refactor: use listr2 for the package command   chore: fix tests   refactor: use listr2 for the make command   refactor: use listr2 for the publish command   refactor: remove actualTargetPlatform because it is silly   build: shared-types should not depend on ora   spec: fix tests   chore: remove dead code in publish 
70,build: remove codecov (#3044),
71,Update CHANGELOG.md for 6.0.0,
72,Release 6.0.0,
73,build: change isBeta back to beta value (#3042),
74,Update CHANGELOG.md for 6.0.0-beta.75,
75,Release 6.0.0-beta.75,
76,chore: bump packager to 17.1.1 (#3041),
77,feat: move create-electron-app into forge (#2988),"  feat: move create-electron-app into forge   build: do stuff   build: how dare we ignore this file   chore: add README   fix: name bin for cre correctly   fix: disable eslint for CEA   build: bust ci cache   fix: set version to 74   debug: remove windows-latest run   debug: bump windows bolt 0.21.2 -> 0.24.10   debug: pre-install cli   debug: bolt to 0.22.4   build: make stub electron-forge.js file in dist for windows build to work   Revert ""debug: bolt to 0.22.4""   This reverts commit 8d632438c2cb5386a1d77e0b0d245f4948f1b4e0.  Revert ""debug: pre-install cli""  This reverts commit dcb2a66b7e92fa951e8f1822aa306fa16ddd85e5.  Revert ""debug: bump windows bolt 0.21.2 -> 0.24.10""  This reverts commit 2458c6097798732f4c8c8e2c74f08d21a97817fb.  Revert ""debug: remove windows-latest run""  This reverts commit 37847a28155524c7f5a580433051063d8ea1067d.  Revert ""build: bust ci cache""  This reverts commit 4b35ffed2c170cc8c8f9c5a57958d81e297e9bd3.   build: move stub folder to preinstall hook   Reland: bump windows bolt 0.21.2 -> 0.24.10   build: add shim script for windows, remove unneeded deps   build: improve tools/maybe-shim-windows.js   Co-authored-by: Samuel Attard sam@electronjs.org Co-authored-by: Samuel Attard sattard@salesforce.com Co-authored-by: Samuel Attard sam@electronjs.org"
78,Update CHANGELOG.md for 6.0.0-beta.74,
79,Release 6.0.0-beta.74,
80,spec: add proper package test for webpack ts template (#3040),
81,fix: do not proxify class instances in forge config (#3039),  fix: do not proxify class instances in forge config   spec: fix config tests 
82,Update CHANGELOG.md for 6.0.0-beta.73,
83,Release 6.0.0-beta.73,
84,chore(require-search): make error message clearer (#3037),
85,fix: ensure webpack typescript template runs (#3038),
86,Update CHANGELOG.md for 6.0.0-beta.72,
87,Release 6.0.0-beta.72,
88,build: modify ts-ignore for /test & /src (#3036),
89,Update CHANGELOG.md for 6.0.0-beta.71,
90,Release 6.0.0-beta.71,
91,chore: rename typescript-webpack to webpack-typescript (#3035),
92,build: remove travis and appveyor ci templates (#3034),
93,chore: move from electron-rebuild to @electron/rebuild (#3033),  chore: move from electron-rebuild to @electron/rebuild   oops 
94,refactor: use listr2 instead of async-ora (#3022),  refactor: port check-system to Listr2   refactor: port 'init' to listr2   refactor: port 'start' to listr2   refactor: improve unhandled promise logging   chore: fix start and init tests   chore: load local modules first   chore: force ts-checker plugin to pipe to webpack-infra logging channel   chore: handle core-utils migration   chore: move rebuild to core-utils 
95,docs: update release process (#3032),  docs: edit changelog   Update CONTRIBUTING.md   Co-authored-by: Keeley Hammond khammond@slack-corp.com Co-authored-by: Keeley Hammond khammond@slack-corp.com
96,"fix(packager): ""packaging application"" log never stops when building for multiple architectures (#3006)"," Fix ""packaging application"" log never stopping when building for multiple architectures  There's some kinda complex race condition ish behaviour in the current way the packagerSpinner is handled. At the moment there's one variable for all architectures, that gets created in one of the later afterCopyHooks, and dismissed both in the first hook, and at the end of all the hooks. This would work if architectures where built for sequentially, but, at least on my system, these builds happen in parallel. Meaning one of the architectures packageSpinners overwrites the other, before the first is dismissed. At the end of the build the second packageSpinner has success fired on it, while the first continues to spin, preventing the process from exiting. The solution in this commit is far less than ideal. Constraints:  - Without access to the list of architectures (the function to generate that list is not exported from electron-packer) we don't even know how many architectures we're building for.  - This one is a little self-imposed, and maybe not a constraint for the project, but the code aims not to change any public facing apis. So we need to have one spinner we can pass to the postPackage hook. https://www.electronforge.io/configuration#postpackage Given these constraints the solution in this commit has one initial prepare / package spinner. AS well as prepare / package spinners per architecture. One downside is if the afterCopyHooks are executed one architecture at a time, instead of parallelized by architecture, the overarching prepareSpinner could be ended early, (though architecture specific prepare spinners would still be accurate).   Simplify Package spinners, removing prepackage & making package smarter.   build: update electron-packager   Co-authored-by: Samuel Attard sattard@salesforce.com"
97,chore: update README.md (#3025),Co-authored-by: Erick Zhao erick@hotmail.ca
98,test: add test for detect forge.config (#3031),
99,refactor: use forge.config.ts in the webpack typescript template (#3012), feat!: prefer forge.config.js over package.json config  This change affects the init and import commands.   run lint   fix tests   another test change   fix import   copy over forge.config files rather than mutate base tmpl   i broke a test with rebase   fix lint   feat: typed forge.config.ts   chore: extract utils to @electron-forge/core-utils to remove cyclic dep   chore: update tests for extracted logic in core-utils   chore: fix tests   Co-authored-by: Erick Zhao erick@hotmail.ca Co-authored-by: Keeley Hammond khammond@slack-corp.com
100,fix(publish): ignore unnecessary files when publishing to npm (#3024),
101,fix(template-base): use minimum instead of exact version when replacing ELECTRON_FORGE/VERSION in templates (#3030),
102,fix: use @electron-forge/cli hint for project resolution (#3023),"We were falling back to the ""best guess"" behavior for the forge.config.js scenario, we can do better than best guess and infer a forge project based on a forge dependency"
103,fix: restore isProd in the webpack  plugin (#3021),
104,Release 6.0.0 beta.70 (#3018),  Release 6.0.0-beta.70   Update CHANGELOG.md for 6.0.0-beta.70   docs: add reminder to login to npm   zzz 
105,build: add icon to MakerWixConfig (#3017),
106,fix(template-typescript-webpack): install ts-node (#3016),
107,fix(template-typescript-webpack): webpack entrypoint extensions (#3014),
108,fix(template-typescript-webpack): clean up forge config code (#3009),
109,Release 6.0.0 beta.69 (#3011),  Release 6.0.0-beta.69   Update CHANGELOG.md for 6.0.0-beta.69 
110,chore: fix links from userland migration (#3010),
111,feat!: prefer forge.config.js over package.json config (#2991),BREAKING CHANGE: templates that mutated the Forge config within package.json will need to instantiate their own forge.config.js
112,chore: build electron-wix-msi to 5.0.0 (#3008),
113,"fix(plugin-webpack): keep devDependencies, dependencies, optionalDependencies and peerDependencies in the distributed package.json (#3007)",
114,refactor(maker-squirrel): ensure Squirrel.Windows name doesn't contain hyphens (#3004),Co-authored-by: Samuel Attard sam@electronjs.org
115,feat(publisher-s3): Add sessionToken and change default fallback (#2984),
116,build: fix some yarn audit output (#3002),
117,build: upgrade electron-wix-msi to 4.0.0 (#3003),
118,docs: add READMEs to packages (#2986),  docs: add maker module READMEs   chore: remove sync-readmes script   docs: add plugin READMEs   docs: add packager module to READMEs   docs: improve examples in READMEs   docs: update README titles with module name   fix: update CompileElectronPlugin name   Co-authored-by: Keeley Hammond khammond@slack-corp.com
119,refactor: better internal type safety for hooks (#2995),
120,build: add rule that enforces named exports over default exports (#3000),
121,build: actually enable husky/lint-staged (#2999),
122,feat: add support for forge.config.ts et. al (#2993),This brings in rechoir and interpret which allow arbitrary extensions / loaders for our forge config. Notably this allows us to make forge.config.ts a thing (and thus generate type safe configurations).
123,refactor: rename some constructor params for MakerBase and PublisherBase (#2994),
124,refactor: add / use named exports for plugins + makers + publishers (#2996),
125,build: configure import/order eslint rule (#2997),
126,fix(template-webpack): use new plugin syntax (#2990),
